city,state,city_longitude,city_latitude,Audio Evidence,Witness Count,Event,apparition_types_str,apparition_adj_str,unique_apparition_mentions,Visual Evidence,time_of_day
Springfield,Missouri,-93.2922989,37.2089572,No,1+,Supernatural,ghost,,1,False,Evening
Springfield,Missouri,-93.2922989,37.2089572,No,0,Murder,Unknown,,0,False,Dusk
Springfield,Missouri,-93.2922989,37.2089572,No,0,Supernatural,ghost spirit,,2,False,Evening
Springfield,Missouri,-93.2922989,37.2089572,No,2,Natural Disaster,ghost,,1,False,Dusk
Springfield,Missouri,-93.2922989,37.2089572,No,0,Murder,Unknown,,0,False,Evening
Springfield,Missouri,-93.2922989,37.2089572,Yes,1,Unknown,Unknown,,0,False,Evening
Springfield,Missouri,-93.2922989,37.2089572,No,0,Unknown,Unknown,,0,False,Morning
Springfield,Missouri,-93.2922989,37.2089572,Yes,1,Supernatural,presence,,1,False,Unknown
Springfield,Missouri,-93.2922989,37.2089572,No,0,Supernatural,Unknown,,0,False,Morning
Springfield,Missouri,-93.2922989,37.2089572,Yes,2+,Supernatural,ghost apparition,,2,False,Dusk
Springfield,Missouri,-93.2922989,37.2089572,Yes,0,Unknown,Unknown,,0,False,Evening
Springfield,Missouri,-93.2922989,37.2089572,No,5,Supernatural,Unknown,,0,False,Dusk
St. Charles,Missouri,-90.4974359,38.7881062,Yes,0,Supernatural,Unknown,,0,False,Dusk
St. Charles,Missouri,-90.4974359,38.7881062,Yes,2+,Supernatural,spirit,,1,False,Dusk
St. Charles,Missouri,-90.4974359,38.7881062,No,2+,Supernatural,Unknown,,0,False,Dusk
Ste. Genevieve,Missouri,-90.0475582,37.9786618,Yes,2+,Supernatural,Unknown,,0,False,Evening
St. James,Missouri,-91.6143224,37.9972645,Yes,3+,Supernatural,Unknown,,0,False,Evening
St. Joseph,Missouri,-94.846681,39.7674578,Yes,2+,Unknown,Unknown,,0,False,Dusk
St. Joseph,Missouri,-94.846681,39.7674578,No,2,Supernatural,ghost,mysterious ghost,1,False,Dusk
St. Joseph,Missouri,-94.846681,39.7674578,No,5+,Supernatural,ghost,,1,False,Evening
St. Joseph,Missouri,-94.846681,39.7674578,Yes,3+,Natural Disaster,Unknown,,0,False,Dusk
St. Joseph,Missouri,-94.846681,39.7674578,Yes,5+,Murder,ghost figure,,2,False,Dusk
St. Joseph,Missouri,-94.846681,39.7674578,Yes,16,Supernatural,shadow,,1,False,Dusk
St. Joseph,Missouri,-94.846681,39.7674578,Yes,2+,Supernatural,Unknown,,0,False,Evening
St. Joseph,Missouri,-94.846681,39.7674578,No,0,Supernatural,Unknown,,0,False,Dusk
St. Joseph,Missouri,-94.846681,39.7674578,No,1,Unknown,Unknown,,0,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,No,1,Supernatural,spirit,,1,False,Morning
St. Louis,Missouri,-90.1994042,38.6270025,No,0,Unknown,Unknown,,0,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,Yes,0,Supernatural,ghost,,1,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,Yes,1,Supernatural,Unknown,,0,False,Morning
St. Louis,Missouri,-90.1994042,38.6270025,No,1,Supernatural,ghost,,1,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,No,1,Supernatural,Unknown,,0,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,Yes,3+,Supernatural,presence,,1,False,Unknown
St. Louis,Missouri,-90.1994042,38.6270025,No,1,Supernatural,ghost,,1,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,Yes,0,Supernatural,Unknown,,0,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,No,2+,Unknown,Unknown,,0,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,Yes,1,Murder,Unknown,,0,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,No,0,Unknown,Unknown,,0,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,No,0,Supernatural,presence,eerie presence,1,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,No,0,Murder,ghost,,1,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,Yes,5+,Murder,Unknown,,0,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,Yes,3+,Supernatural,ghost spirit,"second spirit, last ghost",2,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,No,1,Supernatural,figure,,1,False,Unknown
St. Louis,Missouri,-90.1994042,38.6270025,No,1,Unknown,Unknown,,0,False,Unknown
St. Louis,Missouri,-90.1994042,38.6270025,Yes,1,Supernatural,Unknown,,0,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,Yes,1,Supernatural,Unknown,,0,False,Dusk
St. Louis,Missouri,-90.1994042,38.6270025,Yes,0,Supernatural,apparition,,1,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,No,2,Supernatural,spirit,,1,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,No,1,Supernatural,Unknown,,0,False,Evening
St. Louis,Missouri,-90.1994042,38.6270025,Yes,0,Supernatural,Unknown,,0,False,Evening
Stanberry,Missouri,-94.5382939,40.217771,No,1,Supernatural,Unknown,,0,False,Unknown
Stone,Missouri,-93.4599326,36.7748882,Yes,1,Murder,ghost,,1,False,Evening
Sullivan,Missouri,-91.1604207,38.2081045,No,1+,Supernatural,Unknown,,0,False,Dusk
Sullivan,Missouri,-91.1604207,38.2081045,Yes,0,Supernatural,Unknown,,0,False,Unknown
Susquehanna,Missouri,-94.3863752,39.1173514,No,2,Supernatural,orb,green orb,1,False,Unknown
Tarkio,Missouri,-95.3777586,40.4402763,Yes,2+,Unknown,Unknown,,0,False,Dusk
Tipton,Missouri,-92.7799153,38.655578,No,1,Unknown,Unknown,,0,False,Evening
Troy,Missouri,-90.9806954,38.9794922,Yes,3+,Supernatural,Unknown,,0,False,Unknown
Truxton,Missouri,-91.2398745,39.0019868,Yes,2+,Suicide,shadow figure,dark shadow,2,False,Unknown
Union,Missouri,-91.0084762,38.4500517,No,1,Unknown,Unknown,,0,False,Dusk
Valle Mines,Missouri,-90.4998475,38.0419971,No,1,Supernatural,Unknown,,0,False,Dusk
Van Buren,Missouri,-91.0145714,36.9956066,No,3+,Supernatural,figure,,1,True,Unknown
Van Buren,Missouri,-91.0145714,36.9956066,Yes,4+,Natural Disaster,apparition,,1,False,Evening
Verona,Missouri,-93.7957591,36.9639476,Yes,2+,Supernatural,ghost,,1,False,Dusk
Villa Ridge,Missouri,-90.8868042,38.47255250000001,No,0,Murder,Unknown,,0,False,Unknown
Warrensburg,Missouri,-93.7360498,38.7627893,No,2,Unknown,Unknown,,0,False,Dusk
Warrensburg,Missouri,-93.7360498,38.7627893,No,0,Suicide,Unknown,,0,False,Evening
Warrensburg,Missouri,-93.7360498,38.7627893,No,1,Suicide,ghost shadow,pregnant ghost,2,False,Evening
Warrensburg,Missouri,-93.7360498,38.7627893,No,1,Supernatural,apparition,,1,False,Dusk
Warrensburg,Missouri,-93.7360498,38.7627893,No,1,Supernatural,orb,,1,False,Unknown
Warrensburg,Missouri,-93.7360498,38.7627893,Yes,6+,Supernatural,ghost shadow entity,,3,False,Evening
Washington,Missouri,-91.0120878,38.55810719999999,Yes,5+,Supernatural,spirit apparition,,2,False,Evening
Waynesville,Missouri,-92.2007227,37.8286516,Yes,1,Supernatural,apparition,,1,False,Dusk
Webb City,Missouri,-94.4630035,37.1464475,Yes,3+,Supernatural,Unknown,,0,False,Dusk
Webb City,Missouri,-94.4630035,37.1464475,Yes,2+,Supernatural,Unknown,,0,False,Evening
Webster Grooves,Missouri,-90.3573389,38.5925524,No,1,Natural Disaster,Unknown,,0,False,Dusk
West Plains,Missouri,-91.8523711,36.7281154,Yes,1,Supernatural,Unknown,,0,False,Evening
West Plains,Missouri,-91.8523711,36.7281154,No,0,Supernatural,Unknown,,0,False,Dusk
West Plains,Missouri,-91.8523711,36.7281154,No,1,Supernatural,ghost,,1,False,Dusk
West Plains,Missouri,-91.8523711,36.7281154,No,2+,Murder,Unknown,,0,False,Dusk
Bethany Beach,Delaware,-75.0551806,38.5395564,No,0,Supernatural,ghost,,1,False,Dusk
Delaware City,Delaware,-75.588815,39.5778901,Yes,3+,Supernatural,ghost,recent ghost,1,True,Evening
Delaware City,Delaware,-75.588815,39.5778901,No,1,Supernatural,figure,,1,False,Unknown
Dewey beach,Delaware,-75.0746249,38.6928899,No,0,Unknown,Unknown,,0,False,Dusk
Dover,Delaware,-75.5243682,39.158168,No,1,Supernatural,Unknown,,0,False,Evening
Dover,Delaware,-75.5243682,39.158168,No,0,Supernatural,ghost,,1,False,Dusk
Dover,Delaware,-75.5243682,39.158168,No,4,Supernatural,ghost,,1,False,Dusk
Dover,Delaware,-75.5243682,39.158168,No,0,Supernatural,spirit,angry spirit,1,False,Dusk
Woonsocket,Delaware,-85.9991369,39.905778,No,0,Supernatural,Unknown,,0,False,Unknown
Frankford,Delaware,-75.2349107,38.5173356,No,1,Unknown,Unknown,,0,False,Unknown
Fredrica,Delaware,-75.46575419999999,39.0090017,No,1,Murder,specter,,1,False,Evening
Gumboro,Delaware,-75.365194,38.4776148,Yes,1,Supernatural,figure,,1,False,Evening
Kent County,Delaware,-75.4344727,39.1440612,No,1,Supernatural,figure,,1,False,Evening
Lewes,Delaware,-75.13934979999999,38.7745565,No,2+,Supernatural,ghost orb presence,s ghost,3,False,Evening
Middletown,Delaware,-75.7163207,39.449556,Yes,1+,Supernatural,Unknown,,0,False,Evening
New Castle,Delaware,-75.5668166,39.6620397,No,1,Supernatural,spirit,unknown spirit,1,False,Unknown
New Castle,Delaware,-75.5668166,39.6620397,No,0,Supernatural,ghost,unknown ghost,1,False,Unknown
New castle,Delaware,-75.5668166,39.6620397,No,0,Natural Disaster,spirit,,1,False,Dusk
New Castle County,Delaware,-75.667356,39.5392979,Yes,1,Unknown,Unknown,,0,False,Dusk
Newark,Delaware,-75.74965720000002,39.6837226,Yes,1,Natural Disaster,ghost shadow presence,evil presence,3,False,Dusk
Newark,Delaware,-75.74965720000002,39.6837226,No,1+,Murder,Unknown,,0,False,Dusk
Newark,Delaware,-75.74965720000002,39.6837226,Yes,2+,Supernatural,Unknown,,0,False,Morning
Newark,Delaware,-75.74965720000002,39.6837226,Yes,0,Murder,Unknown,,0,False,Dusk
Newark,Delaware,-75.74965720000002,39.6837226,No,0,Unknown,Unknown,,0,False,Dusk
Newark,Delaware,-75.74965720000002,39.6837226,Yes,5+,Supernatural,Unknown,,0,False,Evening
Seaford,Delaware,-75.6110381,38.6412256,No,0,Supernatural,ghost,other ghost,1,False,Dusk
Selbyville,Delaware,-75.2207437,38.4603917,Yes,1,Supernatural,Unknown,,0,False,Evening
Smyrna,Delaware,-75.6046494,39.2998339,No,2+,Supernatural,orb,,1,True,Evening
Smyrna,Delaware,-75.6046494,39.2998339,Yes,0,Death,spirit figure,,2,False,Unknown
Smyrna,Delaware,-75.6046494,39.2998339,No,1+,Supernatural,Unknown,,0,False,Dusk
Smyrna,Delaware,-75.6046494,39.2998339,No,1,Supernatural,Unknown,,0,False,Dusk
Smyrna,Delaware,-75.6046494,39.2998339,No,1,Natural Disaster,Unknown,,0,False,Dusk
Sussex County,Delaware,-75.4344727,38.65308410000001,Yes,0,Supernatural,Unknown,,0,False,Dusk
Wilmington,Delaware,-75.5397878,39.7390721,Yes,0,Unknown,Unknown,,0,False,Dusk
Wilmington,Delaware,-75.5397878,39.7390721,Yes,0,Supernatural,Unknown,,0,False,Dusk
Wilmington,Delaware,-75.5397878,39.7390721,No,3+,Death,ghost presence,strange presence,2,False,Dusk
Wilmington,Delaware,-75.5397878,39.7390721,No,0,Supernatural,Unknown,,0,False,Evening
Aberdeen,South Dakota,-98.4864829,45.4646985,Yes,3,Supernatural,phantom,,1,False,Dusk
Aberdeen,South Dakota,-98.4864829,45.4646985,Yes,5+,Supernatural,phantom,rare phantom,1,False,Unknown
Belle Fourche,South Dakota,-103.852148,44.6713733,No,1+,Supernatural,shadow,,1,False,Dusk
Brookings,South Dakota,-96.7983877,44.3113573,No,1,Supernatural,spirit,wonderful spirit,1,False,Evening
Custer,South Dakota,-103.5988057,43.7666507,No,2+,Supernatural,Unknown,,0,False,Morning
Deadwood,South Dakota,-103.7296415,44.376651,No,0,Death,Unknown,,0,False,Evening
Deadwood,South Dakota,-103.7296415,44.376651,Yes,0,Supernatural,Unknown,,0,False,Unknown
Deadwood,South Dakota,-103.7296415,44.376651,No,0,Supernatural,presence,,1,False,Dusk
Deadwood,South Dakota,-103.7296415,44.376651,No,1+,Murder,Unknown,,0,False,Evening
Deadwood,South Dakota,-103.7296415,44.376651,No,1,Supernatural,Unknown,,0,False,Dusk
Eagle Butte,South Dakota,-101.2224805,44.9886537,Yes,2+,Supernatural,Unknown,,0,False,Evening
Eagle Butte,South Dakota,-101.2224805,44.9886537,No,1,Supernatural,Unknown,,0,False,Dusk
Ellsworth,South Dakota,-103.0901656,44.1538145,Yes,1,Murder,spirit,,1,False,Dusk
Firesteel,South Dakota,-101.2851477,45.4247065,Yes,1+,Murder,ghost,,1,False,Dusk
Flandreau,South Dakota,-96.595324,44.0494154,No,0,Unknown,Unknown,,0,False,Evening
Fort Pierre,South Dakota,-100.3737447,44.3535933,Yes,0,Supernatural,Unknown,,0,False,Dusk
Fort Thompson,South Dakota,-99.4378846,44.068601,No,0,Supernatural,apparition,,1,False,Dusk
Garretson,South Dakota,-96.5028209,43.7174725,No,1,Unknown,Unknown,,0,False,Morning
Gregory,South Dakota,-99.4292927,43.2355446,No,1,Supernatural,Unknown,,0,False,Unknown
Gregory,South Dakota,-99.4292927,43.2355446,No,0,Supernatural,ghost orb,,2,False,Dusk
Hill City,South Dakota,-103.575193,43.9324855,No,1,Supernatural,Unknown,,0,False,Evening
Hill City,South Dakota,-103.575193,43.9324855,Yes,1,Supernatural,Unknown,,0,False,Dusk
Hill City,South Dakota,-103.575193,43.9324855,Yes,1,Supernatural,apparition,,1,False,Dusk
Hill City,South Dakota,-103.575193,43.9324855,Yes,1,Supernatural,Unknown,,0,False,Dusk
Hill City,South Dakota,-103.575193,43.9324855,No,0,Supernatural,poltergeist,,1,False,Dusk
Hot Springs,South Dakota,-103.4743625,43.431646,No,1,Supernatural,spirit,,1,False,Dusk
Isabel,South Dakota,-101.429593,45.3941475,Yes,0,Supernatural,Unknown,,0,False,Evening
Isabel,South Dakota,-101.429593,45.3941475,Yes,2+,Unknown,Unknown,,0,False,Dusk
Isabel,South Dakota,-101.429593,45.3941475,No,1,Supernatural,figure,,1,False,Evening
Isabel,South Dakota,-101.429593,45.3941475,No,5+,Supernatural,Unknown,,0,False,Evening
Keystone,South Dakota,-103.4182455,43.8955436,Yes,1+,Supernatural,shadow,many shadow,1,False,Dusk
Keystone,South Dakota,-103.4182455,43.8955436,No,1+,Supernatural,figure,,1,True,Unknown
Little Eagle,South Dakota,-100.7942851,45.6812596,No,3+,Supernatural,ghost spirit,,2,False,Unknown
McLaughlin,South Dakota,-100.8104113,45.8144431,No,0,Supernatural,Unknown,,0,False,Dusk
McLaughlin,South Dakota,-100.8104113,45.8144431,Yes,1,Supernatural,Unknown,,0,False,Dusk
McLaughlin,South Dakota,-100.8104113,45.8144431,No,0,Supernatural,ghost,,1,False,Evening
McLaughlin,South Dakota,-100.8104113,45.8144431,Yes,1,Murder,ghost,,1,False,Evening
McLaughlin,South Dakota,-100.8104113,45.8144431,No,1,Death,ghost,,1,False,Dusk
Midland,South Dakota,-101.1554178,44.0716539,Yes,1,Supernatural,Unknown,,0,False,Dusk
Mission,South Dakota,-100.6581944,43.3058368,Yes,0,Murder,ghost spirit,,2,False,Morning
Mitchell,South Dakota,-98.0297992,43.7094283,No,1,Natural Disaster,Unknown,,0,False,Evening
Mitchel,South Dakota,-98.0297992,43.7094283,Yes,2,Supernatural,Unknown,,0,False,Dusk
Mobridge,South Dakota,-100.4279129,45.5372162,Yes,0,Unknown,Unknown,,0,False,Dusk
Pierre,South Dakota,-100.3509665,44.3683156,No,1,Supernatural,orb,,1,True,Dusk
Pine ridge,South Dakota,-102.7445233,43.27309,Yes,2,Supernatural,Unknown,,0,False,Dusk
Pine Ridge,South Dakota,-102.7445233,43.27309,No,1,Supernatural,Unknown,,0,False,Dusk
Pine Ridge Reservation,South Dakota,-102.7445233,43.27309,Yes,3,Supernatural,ghost spirit,,2,False,Dusk
Pine Ridge,South Dakota,-102.7445233,43.27309,No,2,Unknown,Unknown,,0,False,Unknown
Old Agency,South Dakota,-97.0612817,45.6091675,Yes,2+,Murder,Unknown,,0,False,Dusk
Rapid City,South Dakota,-103.2310149,44.0805434,Yes,4+,Supernatural,ghost,,1,False,Dusk
Rapid City,South Dakota,-103.2310149,44.0805434,No,0,Supernatural,figure,,1,False,Evening
Rapid City,South Dakota,-103.2310149,44.0805434,Yes,3+,Supernatural,Unknown,,0,False,Evening
Rapid City,South Dakota,-103.2310149,44.0805434,No,0,Murder,spirit,best spirit,1,False,Morning
Rapid City,South Dakota,-103.2310149,44.0805434,No,2+,Supernatural,shadow figure,,2,False,Unknown
Rapid City,South Dakota,-103.2310149,44.0805434,Yes,3+,Supernatural,ghost apparition,,2,False,Dusk
Rapid City,South Dakota,-103.2310149,44.0805434,No,3,Supernatural,ghost figure,,2,False,Morning
Rapid City,South Dakota,-103.2310149,44.0805434,Yes,5+,Supernatural,ghost apparition poltergeist,,3,False,Dusk
Rock Creek (Bullhead),South Dakota,-101.0806929,45.7655532,Yes,6+,Supernatural,Unknown,,0,False,Dusk
Roscoe,South Dakota,-99.3387279,45.4485879,Yes,2+,Supernatural,Unknown,,0,False,Unknown
Salem,South Dakota,-97.388953,43.7241455,Yes,0,Supernatural,Unknown,,0,False,Dusk
Sioux Falls,South Dakota,-96.7311034,43.5445959,Yes,1,Murder,ghost,,1,False,Morning
Sioux Falls,South Dakota,-96.7311034,43.5445959,No,0,Unknown,Unknown,,0,False,Dusk
Sioux Falls,South Dakota,-96.7311034,43.5445959,No,1+,Murder,spirit orb,occasional orb,2,False,Unknown
Sioux Falls,South Dakota,-96.7311034,43.5445959,Yes,3,Supernatural,ghost,,1,False,Dusk
Sioux Falls,South Dakota,-96.7311034,43.5445959,Yes,1,Unknown,Unknown,,0,False,Dusk
Spearfish,South Dakota,-103.8593697,44.4908172,Yes,3+,Unknown,Unknown,,0,False,Morning
Springfield,South Dakota,-97.8972907,42.8541657,No,1,Supernatural,Unknown,,0,False,Dusk
St. Francis,South Dakota,-100.9051874,43.1429794,No,2+,Supernatural,Unknown,,0,True,Dusk
Vermillion/Meckling,South Dakota,-97.0682397,42.8119553,Yes,1,Suicide,ghost,,1,False,Unknown
Wakpala,South Dakota,-100.5363712,45.6571949,No,1,Supernatural,Unknown,,0,False,Dusk
Wall,South Dakota,-102.2415477,43.9924889,Yes,0,Natural Disaster,ghost,,1,False,Evening
Yankton,South Dakota,-97.3972813,42.87110879999999,Yes,1+,Supernatural,shadow,,1,False,Unknown
Yankton,South Dakota,-97.3972813,42.87110879999999,No,1+,Supernatural,Unknown,,0,False,Unknown
Yankton,South Dakota,-97.3972813,42.87110879999999,No,0,Supernatural,Unknown,,0,False,Evening
Yankton,South Dakota,-97.3972813,42.87110879999999,No,3,Supernatural,figure,white figure,1,False,Unknown
Baxterville,Mississippi,-89.590278,31.083889,No,0,Supernatural,Unknown,,0,False,Unknown
Biloxi,Mississippi,-88.88530779999999,30.3960318,Yes,1,Supernatural,figure,"tall figure, white figure",1,False,Dusk
Biloxi,Mississippi,-88.88530779999999,30.3960318,No,3,Suicide,spirit,,1,False,Dusk
Biloxi,Mississippi,-88.88530779999999,30.3960318,No,3,Supernatural,spirit presence,uncomfortable presence,2,False,Evening
Biloxi,Mississippi,-88.88530779999999,30.3960318,No,2+,Supernatural,spirit presence,,2,False,Unknown
Bogue Chitto,Mississippi,-88.92701819999999,32.8433575,No,1,Supernatural,Unknown,,0,False,Dusk
Columbus,Mississippi,-88.4272627,33.4956744,Yes,1,Supernatural,Unknown,,0,False,Dusk
Columbus,Mississippi,-88.4272627,33.4956744,No,0,Murder,Unknown,,0,False,Evening
Columbus,Mississippi,-88.4272627,33.4956744,No,1,Supernatural,ghost,,1,False,Dusk
Columbus,Mississippi,-88.4272627,33.4956744,No,1,Supernatural,ghost,,1,False,Dusk
Columbus,Mississippi,-88.4272627,33.4956744,Yes,1,Supernatural,Unknown,,0,False,Dusk
Corinth,Mississippi,-88.5222702,34.9342548,Yes,1,Unknown,Unknown,,0,False,Unknown
Crystal Springs,Mississippi,-90.3570353,31.987378,Yes,5,Supernatural,figure,,1,False,Unknown
Dekalb,Mississippi,-88.6508784,32.7676329,Yes,1,Supernatural,specter,,1,False,Evening
Ellisville,Mississippi,-89.1956142,31.6040538,No,0,Murder,Unknown,,0,False,Dusk
Gautier,Mississippi,-88.6116854,30.385755,No,0,Supernatural,Unknown,,0,False,Dusk
Gulfport,Mississippi,-89.0928155,30.3674198,No,2+,Supernatural,ghost,,1,False,Evening
Hattiesburg,Mississippi,-89.29033919999999,31.3271189,No,0,Murder,Unknown,,0,False,Dusk
Heidelberg,Mississippi,-88.98394189999999,31.8868224,Yes,0,Supernatural,Unknown,,0,False,Evening
Hernando,Mississippi,-89.9937018,34.823987,Yes,3+,Supernatural,ghost,,1,False,Evening
Houston,Mississippi,-88.99922670000001,33.8984461,Yes,10+,Supernatural,ghost,,1,False,Dusk
J.S.,Mississippi,-90.2059233,31.3648962,No,1,Unknown,Unknown,,0,False,Evening
Jackson,Mississippi,-90.1848103,32.2987573,Yes,3,Unknown,Unknown,,0,False,Dusk
Jackson,Mississippi,-90.1848103,32.2987573,No,0,Unknown,Unknown,,0,False,Dusk
Jackson,Mississippi,-90.1848103,32.2987573,Yes,1,Unknown,Unknown,,0,False,Dusk
Kosciusko,Mississippi,-89.58757639999999,33.0576295,No,3+,Unknown,Unknown,,0,False,Evening
Laurel,Mississippi,-89.1306124,31.6940509,No,0,Supernatural,spirit,,1,False,Dusk
Laurel,Mississippi,-89.1306124,31.6940509,Yes,3+,Unknown,Unknown,,0,False,Evening
Madison,Mississippi,-90.1153638,32.4618086,No,1,Supernatural,ghost,,1,False,Evening
Magee,Mississippi,-89.7336852,31.8737712,No,0,Supernatural,presence,,1,False,Dusk
Mantachie,Mississippi,-88.4911595,34.3242707,No,1,Supernatural,figure,,1,False,Evening
Meridian,Mississippi,-88.703656,32.3643098,Yes,0,Supernatural,Unknown,,0,False,Evening
Meridian,Mississippi,-88.703656,32.3643098,Yes,1,Supernatural,ghost spirit,other spirit,2,False,Dusk
Meridian,Mississippi,-88.703656,32.3643098,No,2+,Murder,Unknown,,0,False,Dusk
Monticello,Mississippi,-90.1073079,31.5537807,No,2+,Supernatural,Unknown,,0,False,Dusk
MoonValley,Mississippi,-88.7492643,33.6047998,No,0,Unknown,Unknown,,0,False,Unknown
Brooklyn,Mississippi,-89.18937199999999,31.0567942,No,5+,Supernatural,ghost,,1,False,Dusk
Natchez,Mississippi,-91.403171,31.5604442,Yes,3+,Murder,ghost,,1,False,Dusk
Natchez,Mississippi,-91.403171,31.5604442,No,100,Supernatural,Unknown,,0,False,Evening
Natchez,Mississippi,-91.403171,31.5604442,No,1,Supernatural,ghost,,1,False,Dusk
Ocean Springs,Mississippi,-88.8278057,30.4113097,Yes,5+,Supernatural,Unknown,,0,False,Dusk
Ocean Springs,Mississippi,-88.8278057,30.4113097,No,0,Supernatural,ghost,"lady ghost, white ghost",1,False,Evening
Oxford,Mississippi,-89.5192484,34.3664951,No,1,Supernatural,ghost,,1,False,Dusk
Oxford,Mississippi,-89.5192484,34.3664951,Yes,3+,Murder,Unknown,,0,False,Dusk
Pascagoula,Mississippi,-88.5561272,30.3657552,Yes,0,Unknown,Unknown,,0,False,Evening
Pascagoula,Mississippi,-88.5561272,30.3657552,No,0,Supernatural,Unknown,,0,False,Dusk
Pass Christian,Mississippi,-89.2475429,30.3157527,No,1,Supernatural,ghost,,1,False,Evening
Philadelphia,Mississippi,-89.1167275,32.7715227,No,2+,Murder,spirit,,1,False,Dusk
Picayune,Mississippi,-89.67950839999999,30.5254692,No,0,Unknown,Unknown,,0,False,Dusk
Picayune,Mississippi,-89.67950839999999,30.5254692,No,1,Unknown,Unknown,,0,False,Dusk
Polkville,Mississippi,-89.69257309999999,32.1937606,No,0,Supernatural,Unknown,,0,False,Evening
Pontotoc,Mississippi,-88.998673,34.2478831,Yes,2,Supernatural,Unknown,,0,False,Dusk
Thaxton,Mississippi,-89.1781251,34.3076058,No,1,Unknown,Unknown,,0,False,Evening
Tupelo,Mississippi,-88.7033859,34.2576066,No,4,Supernatural,ghost,,1,False,Evening
Tupelo,Mississippi,-88.7033859,34.2576066,No,0,Supernatural,ghost,,1,False,Morning
Tupelo,Mississippi,-88.7033859,34.2576066,No,0,Supernatural,Unknown,,0,False,Dusk
Vicksburg,Mississippi,-90.877882,32.3526456,Yes,0,Natural Disaster,figure,,1,False,Evening
Tylertown,Mississippi,-90.1420331,31.1160119,No,0,Supernatural,Unknown,,0,False,Evening
Vancleave,Mississippi,-88.6875237,30.5404745,No,3,Death,Unknown,,0,False,Dusk
Vicksburg,Mississippi,-90.877882,32.3526456,No,3,Supernatural,Unknown,,0,False,Dusk
Vicksburg,Mississippi,-90.877882,32.3526456,No,1,Unknown,Unknown,,0,False,Evening
Vicksburg,Mississippi,-90.877882,32.3526456,No,1000+,Supernatural,ghost spirit,,2,False,Evening
Vicksburg,Mississippi,-90.877882,32.3526456,Yes,1,Murder,Unknown,,0,False,Morning
Amston,Connecticut,-72.343059,41.6254198,No,0,Unknown,Unknown,,0,False,Dusk
Ansonia,Connecticut,-73.07899689999999,41.34620779999999,No,1,Unknown,Unknown,,0,False,Dusk
Ansonia,Connecticut,-73.07899689999999,41.34620779999999,No,2+,Supernatural,ghost,,1,False,Unknown
Ansonia,Connecticut,-73.07899689999999,41.34620779999999,Yes,7+,Supernatural,figure,,1,False,Unknown
Ansonia,Connecticut,-73.07899689999999,41.34620779999999,Yes,1+,Supernatural,Unknown,,0,False,Unknown
Avon,Connecticut,-72.8305154,41.8096201,No,1,Unknown,Unknown,,0,False,Morning
Bara,Connecticut,-86.098433,39.9871625,No,1+,Supernatural,orb,,1,False,Dusk
Berlin,Connecticut,-72.7456519,41.621488,Yes,0,Unknown,Unknown,,0,False,Dusk
Berlin,Connecticut,-72.7456519,41.621488,Yes,0,Suicide,Unknown,,0,False,Dusk
Bethel,Connecticut,-73.41396209999999,41.3712283,No,0,Supernatural,apparition,,1,False,Dusk
Bethel,Connecticut,-73.41396209999999,41.3712283,Yes,0,Natural Disaster,ghost,,1,False,Dusk
Bethel,Connecticut,-73.41396209999999,41.3712283,No,2+,Supernatural,orb,,1,True,Dusk
Bethel,Connecticut,-73.41396209999999,41.3712283,Yes,2+,Unknown,Unknown,,0,False,Dusk
Bloomfield,Connecticut,-72.73009449999999,41.826488,No,3+,Supernatural,ghost figure,,2,False,Unknown
Branford,Connecticut,-72.81411849999999,41.2799027,Yes,1,Supernatural,Unknown,,0,False,Unknown
Bridgeport,Connecticut,-73.19517669999999,41.1865478,No,0,Supernatural,Unknown,,0,False,Evening
Bridgeport,Connecticut,-73.19517669999999,41.1865478,No,0,Supernatural,shadow,,1,False,Dusk
Bridgeport,Connecticut,-73.19517669999999,41.1865478,Yes,1,Murder,Unknown,,0,False,Dusk
Bristol,Connecticut,-72.9492703,41.67176480000001,No,2+,Supernatural,ghost spirit apparition,,3,True,Evening
Bristol,Connecticut,-72.9492703,41.67176480000001,No,5+,Suicide,ghost,,1,False,Dusk
Bristol,Connecticut,-72.9492703,41.67176480000001,No,0,Supernatural,Unknown,,0,False,Evening
Bristol,Connecticut,-72.9492703,41.67176480000001,Yes,1,Supernatural,Unknown,,0,False,Dusk
